,index,term,course,Course,Instructor,Qtr/Yr,Enrollment,CAPEs Returned,Question,Freshman,Sophomore,Junior,Senior,Graduate,Extension,Visitor,Major,Minor,Gen. Ed.,Elective,Interest,A,B,C,D,F,P,NP,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Not Applicable,0-1,2-3,4-5,6-7,8-9,10-11,12-13,14-15,16-17,18-19,20 or more,Very Rarely,Some of the Time,Most of the Time,Yes,No,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
30,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,How often do you attend this course?,00%,00%,6100%,6,3.00,0.00,,,,,,,,
31,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COURSE MATERIAL PSYC 90,COURSE MATERIAL PSYC 90,COURSE MATERIAL PSYC 90,COURSE MATERIAL PSYC 90,COURSE MATERIAL PSYC 90,COURSE MATERIAL PSYC 90,COURSE MATERIAL PSYC 90,COURSE MATERIAL PSYC 90,COURSE MATERIAL PSYC 90,COURSE MATERIAL PSYC 90,COURSE MATERIAL PSYC 90,COURSE MATERIAL PSYC 90,,,
35,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Not Applicable,#Resp,Mean,StDev,,,,,
38,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,The course material is intellectually stimulating.,00%,00%,117%,467%,117%,00%,6,4.00,0.58,,,,,
39,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Assignments promote learning.,00%,00%,117%,00%,117%,467%,6,4.00,1.00,,,,,
42,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Required reading is useful.,00%,00%,00%,00%,00%,6100%,6,0.00,,,,,,
45,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,This course is difficult relative to others.,350%,117%,00%,00%,00%,233%,6,1.25,0.43,,,,,
48,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Exams are representative of the course material.,00%,00%,00%,00%,00%,6100%,6,0.00,,,,,,
51,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,#Resp,Mean,StDev,,,,,,,,,
54,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,Do you recommend this course overall?,7100%,00%,7,1.00,0.00,,,,,,,,,
55,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTRUCTOR Donald Mac Leod,INSTRUCTOR Donald Mac Leod,INSTRUCTOR Donald Mac Leod,INSTRUCTOR Donald Mac Leod,INSTRUCTOR Donald Mac Leod,INSTRUCTOR Donald Mac Leod,INSTRUCTOR Donald Mac Leod,INSTRUCTOR Donald Mac Leod,INSTRUCTOR Donald Mac Leod,INSTRUCTOR Donald Mac Leod,INSTRUCTOR Donald Mac Leod,INSTRUCTOR Donald Mac Leod,,,
59,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Not Applicable,#Resp,Mean,StDev,,,,,
62,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Instructor displays a proficient command of the material.,00%,00%,00%,117%,00%,583%,6,4.00,0.00,,,,,
63,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Instructor is well prepared for classes.,00%,00%,117%,117%,117%,350%,6,4.00,0.82,,,,,
66,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,Instructor's speech is clear and audible.,00%,00%,117%,117%,00%,467%,6,3.50,0.50,,,,,
69,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Instructor explains the course material well.,00%,00%,00%,117%,00%,583%,6,4.00,0.00,,,,,
72,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,Lectures hold your attention.,00%,117%,00%,233%,233%,117%,6,4.00,1.10,,,,,
75,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,Instructor’s lecture style facilitates note-taking.,00%,117%,00%,233%,00%,350%,6,3.33,0.94,,,,,
78,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,Instructor shows concern for students' learning.,00%,00%,117%,00%,233%,350%,6,4.33,0.94,,,,,
81,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,Instructor promotes appropriate questions/discussion.,00%,00%,117%,117%,233%,233%,6,4.25,0.83,,,,,
84,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,Instructor is accessible outside of class.,00%,117%,00%,117%,00%,467%,6,3.00,1.00,,,,,
87,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,Instructor starts and finishes class on time.,00%,00%,00%,350%,233%,117%,6,4.40,0.49,,,,,
90,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,Instructor is effective in promoting academic integrity.,00%,00%,00%,00%,00%,6100%,6,0.00,,,,,,
93,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,"The instructor practiced effective teaching strategies that acknowledged and valued differences among students, including differences of race and gender identity.",00%,00%,00%,00%,00%,00%,0,0.00,,,,,,
96,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,#Resp,Mean,StDev,,,,,,,,,
99,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Do you recommend this professor overall?,686%,114%,7,0.86,0.35,,,,,,,,,
100,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,0,0.00,
104,,FA12,PSYC 90,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,FA12,RELI 146,RELI 146 (A00) - Topics/Religions of Antiquity ,"duBois, Page Ann",FA12,26,7,General Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,FA12,RELI 146,,,,,,Your class level is,0,0,2,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,FA12,RELI 146,,,,,,Your reason for taking this class is,,,,,,,,2,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,FA12,RELI 146,,,,,,What grade do you expect in this class?,,,,,,,,,,,,,5,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,FA12,RELI 146,,,,,,I learned a great deal from this course.,,,,,,,,,,,,,,,,,,,,0,1,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,FA12,RELI 146,,,,,,How many hours a week do you spend studying outside of class on average?,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
6,0.0,FA12,RELI 146,,,,,,How often do you attend this course?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,,,,,,,,,,,,,,,,,,
7,0.0,FA12,RELI 146,,,,,,The course material is intellectually stimulating.,,,,,,,,,,,,,,,,,,,,0,1,1,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,FA12,RELI 146,,,,,,Assignments promote learning.,,,,,,,,,,,,,,,,,,,,0,1,1,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,FA12,RELI 146,,,,,,Required reading is useful.,,,,,,,,,,,,,,,,,,,,0,1,1,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,FA12,RELI 146,,,,,,This course is difficult relative to others.,,,,,,,,,,,,,,,,,,,,1,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,FA12,RELI 146,,,,,,Exams are representative of the course material.,,,,,,,,,,,,,,,,,,,,0,1,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,FA12,RELI 146,,,,,,Do you recommend this course overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,
13,0.0,FA12,RELI 146,,,,,,Instructor displays a proficient command of the material.,,,,,,,,,,,,,,,,,,,,0,1,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,FA12,RELI 146,,,,,,Instructor is well prepared for classes.,,,,,,,,,,,,,,,,,,,,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,FA12,RELI 146,,,,,,Instructor's speech is clear and audible.,,,,,,,,,,,,,,,,,,,,0,1,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,FA12,RELI 146,,,,,,Instructor explains the course material well.,,,,,,,,,,,,,,,,,,,,0,1,1,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,FA12,RELI 146,,,,,,Lectures hold your attention.,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,FA12,RELI 146,,,,,,Instructor’s lecture style facilitates note-taking.,,,,,,,,,,,,,,,,,,,,0,1,1,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,FA12,RELI 146,,,,,,Instructor shows concern for students' learning.,,,,,,,,,,,,,,,,,,,,0,1,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,FA12,RELI 146,,,,,,Instructor promotes appropriate questions/discussion.,,,,,,,,,,,,,,,,,,,,0,0,3,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,FA12,RELI 146,,,,,,Instructor is accessible outside of class.,,,,,,,,,,,,,,,,,,,,0,1,3,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0,FA12,RELI 146,,,,,,Instructor starts and finishes class on time.,,,,,,,,,,,,,,,,,,,,0,1,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,FA12,RELI 146,,,,,,Instructor is effective in promoting academic integrity.,,,,,,,,,,,,,,,,,,,,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0,FA12,RELI 146,,,,,,"The instructor practiced effective teaching strategies that acknowledged and valued differences among students, including differences of race and gender identity.",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0,FA12,RELI 146,,,,,,Do you recommend this professor overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,
0,,FA12,RELI 146,,,,,,Grade received,,,,,,,,,,,,,8,12,2,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,FA12,RELI 146,,,,,,Grade received,,,,,,,,,,,,,31 %,46 %,8 %,0 %,8 %,8 %,0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,FA12,RELI 147,RELI 147 (A00) - PaganEurope&ChristianAftermath,"Caciola, Nancy A",FA12,21,6,General Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,FA12,RELI 147,,,,,,Your class level is,0,0,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,FA12,RELI 147,,,,,,Your reason for taking this class is,,,,,,,,2,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,FA12,RELI 147,,,,,,What grade do you expect in this class?,,,,,,,,,,,,,3,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,FA12,RELI 147,,,,,,I learned a great deal from this course.,,,,,,,,,,,,,,,,,,,,0,0,0,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,FA12,RELI 147,,,,,,How many hours a week do you spend studying outside of class on average?,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
6,0.0,FA12,RELI 147,,,,,,How often do you attend this course?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,,,,,,,,,,,,,,,,,,
7,0.0,FA12,RELI 147,,,,,,The course material is intellectually stimulating.,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,FA12,RELI 147,,,,,,Assignments promote learning.,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,FA12,RELI 147,,,,,,Required reading is useful.,,,,,,,,,,,,,,,,,,,,0,0,0,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,FA12,RELI 147,,,,,,This course is difficult relative to others.,,,,,,,,,,,,,,,,,,,,0,1,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,FA12,RELI 147,,,,,,Exams are representative of the course material.,,,,,,,,,,,,,,,,,,,,0,0,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,FA12,RELI 147,,,,,,Do you recommend this course overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,
13,0.0,FA12,RELI 147,,,,,,Instructor displays a proficient command of the material.,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,FA12,RELI 147,,,,,,Instructor is well prepared for classes.,,,,,,,,,,,,,,,,,,,,0,0,0,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,FA12,RELI 147,,,,,,Instructor's speech is clear and audible.,,,,,,,,,,,,,,,,,,,,0,0,0,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,FA12,RELI 147,,,,,,Instructor explains the course material well.,,,,,,,,,,,,,,,,,,,,0,0,0,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,FA12,RELI 147,,,,,,Lectures hold your attention.,,,,,,,,,,,,,,,,,,,,0,0,0,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,FA12,RELI 147,,,,,,Instructor’s lecture style facilitates note-taking.,,,,,,,,,,,,,,,,,,,,0,0,0,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,FA12,RELI 147,,,,,,Instructor shows concern for students' learning.,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,FA12,RELI 147,,,,,,Instructor promotes appropriate questions/discussion.,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,FA12,RELI 147,,,,,,Instructor is accessible outside of class.,,,,,,,,,,,,,,,,,,,,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0,FA12,RELI 147,,,,,,Instructor starts and finishes class on time.,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,FA12,RELI 147,,,,,,Instructor is effective in promoting academic integrity.,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0,FA12,RELI 147,,,,,,"The instructor practiced effective teaching strategies that acknowledged and valued differences among students, including differences of race and gender identity.",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0,FA12,RELI 147,,,,,,Do you recommend this professor overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,
0,,FA12,RELI 147,,,,,,Grade received,,,,,,,,,,,,,8,7,1,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,FA12,RELI 147,,,,,,Grade received,,,,,,,,,,,,,40 %,35 %,5 %,0 %,0 %,20 %,0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,FA12,SE 101A,SE 101A (A00) - Mechanics I: Statics          ,"Van Den Einde, Yael Dahlia",FA12,101,71,General Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,FA12,SE 101A,,,,,,Your class level is,0,40,27,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,FA12,SE 101A,,,,,,Your reason for taking this class is,,,,,,,,68,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,FA12,SE 101A,,,,,,What grade do you expect in this class?,,,,,,,,,,,,,27,30,13,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,FA12,SE 101A,,,,,,I learned a great deal from this course.,,,,,,,,,,,,,,,,,,,,1,0,5,32,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,FA12,SE 101A,,,,,,How many hours a week do you spend studying outside of class on average?,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,8,21,15,12,4,3,1,0,5,,,,,,,,,,,,,,,,,,,,,
6,0.0,FA12,SE 101A,,,,,,How often do you attend this course?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,56,,,,,,,,,,,,,,,,,,
7,0.0,FA12,SE 101A,,,,,,The course material is intellectually stimulating.,,,,,,,,,,,,,,,,,,,,1,2,2,33,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
